iter	Logloss
143	0.2310797775
144	0.2305173965
145	0.2300095218
146	0.2295915261
147	0.2291259993
148	0.2286654166
149	0.2282155836
150	0.227477281
151	0.2271138694
152	0.2267924921
153	0.226396283
154	0.2261264951
155	0.2257823117
156	0.2253245282
157	0.2249883912
158	0.2244359327
159	0.2241116249
160	0.2238110981
161	0.2235236939
162	0.2230003627
163	0.2226801614
164	0.2223001553
165	0.2218565097
166	0.2214232101
167	0.2210770301
168	0.2207094138
169	0.2201954051
170	0.2197791414
171	0.2195033747
172	0.2190554908
173	0.2189254639
174	0.2186786831
175	0.218394812
176	0.2181992612
177	0.2178317559
178	0.2173814424
179	0.2169687211
180	0.2166992981
181	0.2164833255
182	0.2162855222
183	0.2160610189
184	0.2157049299
185	0.2154642763
186	0.2153254588
187	0.2150326575
188	0.2148205028
189	0.2143716679
190	0.2140872802
191	0.2138331707
192	0.2135545978
193	0.2132590708
194	0.2131100674
195	0.2128274557
196	0.2124509811
197	0.2122952526
198	0.2118849602
199	0.211649029
200	0.2112504431
201	0.2110815435
202	0.2108282756
203	0.2105179825
204	0.2101101675
205	0.2099898516
206	0.2097695682
207	0.2094978328
208	0.2092864547
209	0.2090554627
210	0.2088871578
211	0.208700782
212	0.208561153
213	0.2083317365
214	0.2080771772
215	0.2079114361
216	0.2076534305
217	0.2075239063
218	0.2072836477
219	0.2070967753
220	0.206826416
221	0.2066496659
222	0.2064953686
223	0.2062176809
224	0.2060082907
225	0.2059356835
226	0.2057837571
227	0.2056511742
228	0.2055462262
229	0.2053239876
230	0.2052196583
231	0.2050297313
232	0.2048357497
233	0.2045908487
234	0.2044377289
235	0.204202651
236	0.2040082842
237	0.2039106311
238	0.2037271613
239	0.2034811289
240	0.2033009008
241	0.2032407621
242	0.2030138003
243	0.202931992
244	0.2026916031
245	0.2025625319
246	0.2024411222
247	0.2023286872
248	0.2021695242
249	0.2020901685
250	0.2019536082
251	0.2018408605
252	0.2017362153
253	0.2015824342
254	0.2014670257
255	0.2012991756
256	0.2011233113
257	0.2009145142
258	0.2008128566
259	0.2006913978
260	0.2005534482
261	0.2004404056
262	0.2003295973
263	0.2001651139
264	0.2000662142
265	0.1998700311
266	0.1996756385
267	0.1995293408
268	0.1994614832
269	0.1993190177
270	0.1992207173
271	0.1989878413
272	0.1988118973
273	0.1986765748
274	0.198518278
275	0.1984414855
276	0.1983512152
277	0.1982057017
278	0.1980569346
279	0.1979590938
280	0.1978823568
281	0.1977124227
282	0.1976115996
283	0.1974249821
284	0.1973205976
285	0.1971445692
286	0.1970207643
287	0.1968468306
288	0.1967645633
289	0.1966981107
290	0.1966427364
291	0.1964614057
292	0.1963723004
293	0.1962200345
294	0.1961710201
295	0.1960686234
296	0.1959138583
297	0.1957811108
298	0.1956405004
299	0.1955322218
300	0.195460814
301	0.195363012
302	0.1952152792
303	0.1950253543
304	0.1949561568
305	0.1948985311
306	0.1948061978
307	0.1947079329
308	0.1945901206
309	0.1944941759
310	0.1944550008
311	0.1943897304
312	0.1942390316
313	0.1941217493
314	0.1939531162
315	0.1938041314
316	0.1937670789
317	0.193669851
318	0.1935672174
319	0.1935290736
320	0.1934014498
321	0.1932826134
322	0.1931973565
323	0.1930872983
324	0.1930011721
325	0.1929577427
326	0.1928384599
327	0.1927723223
328	0.1926521446
329	0.1925697216
330	0.1924282071
331	0.1923271708
332	0.1922132987
333	0.1921283098
334	0.1919976405
335	0.1919230579
336	0.1918095341
337	0.1916830115
338	0.1915618179
339	0.1914497984
340	0.1913202279
341	0.1912256278
342	0.1910701447
343	0.1910089491
344	0.1909141308
345	0.1907831489
346	0.1906771726
347	0.1906503016
348	0.1905447349
349	0.1904822829
350	0.1903572849
351	0.1902684132
352	0.1901382001
353	0.190025418
354	0.1899284851
355	0.1898958436
356	0.1898416391
357	0.1897704201
358	0.1897048578
359	0.1896012157
360	0.1895430601
361	0.1894743201
362	0.1894284086
363	0.1893850213
364	0.1892923924
365	0.1892417474
366	0.1891403749
367	0.1890061185
368	0.1888834273
369	0.1888350217
370	0.188771634
371	0.188668994
372	0.1885693002
373	0.1884794644
374	0.1883913437
375	0.1883024343
376	0.1882547248
377	0.1881847506
378	0.1881232191
379	0.1880613964
380	0.1879930632
381	0.1879022369
382	0.1878219761
383	0.1877027992
384	0.1876207503
385	0.1875691888
386	0.1874742751
387	0.1873665092
388	0.1872956625
389	0.187232366
390	0.1871757263
391	0.1871223267
392	0.187019696
393	0.1870091312
394	0.186940252
395	0.1868137754
396	0.1866888354
397	0.1865969647
398	0.1865320772
399	0.1864427001
400	0.1863973805
401	0.1863186133
402	0.1862184907
403	0.1861622904
404	0.1860798478
405	0.1859736735
406	0.1859315593
407	0.1858806308
408	0.185774882
409	0.1856788846
410	0.1856204548
411	0.185513887
412	0.1854323455
413	0.1853414137
414	0.1852600239
415	0.1851630183
416	0.185113678
417	0.1850714259
418	0.1849894598
419	0.1849278313
420	0.1848792872
421	0.1848038099
422	0.1847624471
423	0.1847035495
424	0.1846276656
425	0.1845437134
426	0.1844386451
427	0.1843498932
428	0.1842494956
429	0.1842138223
430	0.1841347676
431	0.1840365704
432	0.1839523283
433	0.1838609122
434	0.1837809205
435	0.1837034897
436	0.1836429386
437	0.1835960686
438	0.1835626539
439	0.1835075117
440	0.1834786164
441	0.1834325377
442	0.1834049913
443	0.1833401775
444	0.1833057487
445	0.1832424109
446	0.1832016751
447	0.1831405036
448	0.1830554508
449	0.1829945277
450	0.1829427874
451	0.182910842
452	0.1828441982
453	0.182793332
454	0.1827097448
455	0.1826416952
456	0.1826209114
457	0.182519491
458	0.1824798689
459	0.1824442079
460	0.1824032817
461	0.1823439836
462	0.1823000945
463	0.1822156564
464	0.1821265303
465	0.1820539446
466	0.1820251335
467	0.1819779009
468	0.1819573551
469	0.1818902121
470	0.181842633
471	0.1817979968
472	0.1817201828
473	0.181653066
474	0.1816131873
475	0.1815585896
476	0.1815247276
477	0.1814573611
478	0.1814304635
479	0.1813997185
480	0.1813779278
481	0.1812743933
482	0.1812415021
483	0.1811897915
484	0.18115455
485	0.1810734804
486	0.1810331799
487	0.1809871919
488	0.1809852272
489	0.1809630249
490	0.1809128759
491	0.1808672945
492	0.1808099194
493	0.1807391906
494	0.1806512611
495	0.1805947711
496	0.1805770173
497	0.18054677
498	0.1805099483
499	0.180410852
500	0.1803658724
501	0.1802911112
502	0.18022995
503	0.1801639949
504	0.1801117038
505	0.1800526982
506	0.1799714559
507	0.1799507928
508	0.1798985334
509	0.1798529009
510	0.1798160601
511	0.1797535848
512	0.1797233727
513	0.1796773541
514	0.1796466094
515	0.1795652011
516	0.1795505109
517	0.1794956158
518	0.179465842
519	0.1794409855
520	0.1793943514
521	0.1793262957
522	0.1793167058
523	0.1792307915
524	0.1791739176
525	0.1791316477
526	0.1790835977
527	0.1790110539
528	0.178965221
529	0.1789004822
530	0.1788294735
531	0.1787760579
532	0.1787443003
533	0.1786933039
534	0.1786734604
535	0.1786180871
536	0.1785838056
537	0.1785391339
538	0.1785035758
539	0.1784735798
540	0.1783903825
541	0.1783339589
542	0.1782959899
543	0.1782624793
544	0.1782036943
545	0.1781438531
546	0.1780805642
547	0.1780321042
548	0.1779472849
549	0.1779139253
550	0.177885886
551	0.1778412546
552	0.1777751351
553	0.1777265275
554	0.1776758673
555	0.1776257133
556	0.1775460724
557	0.1774772686
558	0.177422279
559	0.1773571688
560	0.1773381504
561	0.1772705764
562	0.1772465862
563	0.1771946103
564	0.1771402817
565	0.1770979006
566	0.1770395834
567	0.1770054365
568	0.1769614761
569	0.176951392
570	0.1769342461
571	0.176898126
572	0.1768467802
573	0.1768301772
574	0.176782908
575	0.1767218267
576	0.1766541181
577	0.1766068407
578	0.1765400401
579	0.1765274371
580	0.1765021251
581	0.1764848236
582	0.1764209915
583	0.1763890431
584	0.1763441756
585	0.1763084571
586	0.1762668488
587	0.1762063984
588	0.1761548394
589	0.1760939605
590	0.1760565695
591	0.1760054079
592	0.1759944276
593	0.1759648647
594	0.1759432853
595	0.175877316
596	0.1758140487
597	0.175762541
598	0.175707189
599	0.1756579029
600	0.1756275029
601	0.1755927273
602	0.1755633177
603	0.1755535893
604	0.1755412127
605	0.1755116447
606	0.1754836883
607	0.1754351939
608	0.1754334581
609	0.1753749504
610	0.1753480229
611	0.1753313631
612	0.175293929
613	0.1752436103
614	0.1751945003
615	0.1751223636
616	0.1750531485
617	0.1750214489
618	0.1749591388
619	0.1749126987
620	0.1748585752
621	0.1748044764
622	0.1747373156
623	0.1746934839
624	0.1746354923
625	0.1745899836
626	0.1745602122
627	0.1745167999
628	0.1744694921
629	0.1744298314
630	0.1743680191
631	0.1743386898
632	0.1742889891
633	0.174284354
634	0.1742652124
635	0.1742249929
636	0.1741817217
637	0.1741370049
638	0.1740796369
639	0.1740442311
640	0.1740194119
641	0.1740025436
642	0.1739636209
643	0.173927606
644	0.1738646748
645	0.1738298835
646	0.173791376
647	0.1737509105
648	0.1737342107
649	0.173685545
650	0.1736402449
651	0.1736064987
652	0.1735566909
653	0.1735286167
654	0.1734913599
655	0.1734860542
656	0.1734805426
657	0.1734451163
658	0.173418304
659	0.1733893182
660	0.1733707907
661	0.173359511
662	0.1733363128
663	0.1733256993
664	0.1732976773
665	0.173242997
666	0.1732030833
667	0.1731837919
668	0.1731295086
669	0.1730591956
670	0.1730195877
671	0.1730020329
672	0.1729505334
673	0.172897018
674	0.1728949775
675	0.1728735521
676	0.172852668
677	0.17282337
678	0.172762002
679	0.1726986043
680	0.1726971104
681	0.1726402205
682	0.1726201395
683	0.1726052098
684	0.1726034431
685	0.172576603
686	0.1725376784
687	0.1725142756
688	0.1724855704
689	0.1724336573
690	0.1723520111
691	0.1723108709
692	0.1722542284
693	0.1722275009
694	0.1722257628
695	0.1722029221
696	0.1721801972
697	0.1721563987
698	0.1721539105
699	0.1721009514
700	0.1720542268
701	0.1719972395
702	0.1719653895
703	0.1719465662
704	0.171930719
705	0.1719292805
706	0.1718943788
707	0.1718837045
708	0.1718569772
709	0.1718214146
710	0.1717715578
711	0.1717203649
712	0.1716900035
713	0.1716618092
714	0.1716032467
715	0.1716017942
716	0.1715986307
717	0.1715820679
718	0.1715525713
719	0.1714934463
720	0.1714478506
721	0.1714302713
722	0.1714289041
723	0.1714021812
724	0.1713958046
725	0.1713910957
726	0.1713392418
727	0.171290162
728	0.1712506919
729	0.1712085938
730	0.1711669171
731	0.1711360895
732	0.1711095801
733	0.1710908572
734	0.1710665237
735	0.1710223097
736	0.1709899295
737	0.1709722564
738	0.1709192333
739	0.1709069516
740	0.1708847226
741	0.1708239612
742	0.1707954865
743	0.1707815924
744	0.1707366602
745	0.1707171743
746	0.170675913
747	0.1706554524
748	0.1705928309
749	0.1705664788
750	0.1705476233
751	0.1705463451
752	0.1705315771
753	0.1705303142
754	0.1705064069
755	0.1704651782
756	0.1704301518
757	0.170390137
758	0.1703622261
759	0.170318749
760	0.1703153973
761	0.1703106644
762	0.1703093197
763	0.1702904115
764	0.1702392263
765	0.1702156178
766	0.1702144541
767	0.1701937327
768	0.1701727855
769	0.1701275217
770	0.170090835
771	0.1700822043
772	0.1700369958
773	0.1700247645
774	0.1700010147
775	0.1699965742
776	0.1699809442
777	0.1699604574
778	0.1699297641
779	0.1699202761
780	0.1698678677
781	0.1698538644
782	0.1698404358
783	0.1697987086
784	0.1697670863
785	0.1697104949
786	0.1696927601
787	0.1696784389
788	0.1696324473
789	0.1695841233
790	0.1695382467
791	0.169523831
792	0.1695028158
793	0.1694844439
794	0.1694464853
795	0.169409801
796	0.1693931042
797	0.1693614936
798	0.1693205298
799	0.1692706248
800	0.1692270995
801	0.1691718912
802	0.1691543876
803	0.169128007
804	0.1691034855
805	0.169066952
806	0.1690617016
807	0.169022135
808	0.1690078765
809	0.1689753888
810	0.1689495679
811	0.1689248756
812	0.1688797361
813	0.1688398782
814	0.1688230723
815	0.1688035994
816	0.1687654625
817	0.168692924
818	0.1686594497
819	0.1686506446
820	0.1686245838
821	0.1686151765
822	0.1686090905
823	0.1685842539
824	0.1685595072
825	0.1685342274
826	0.1685105532
827	0.1685095466
828	0.1684700633
829	0.1684323899
830	0.1684170103
831	0.1683837606
832	0.1683406651
833	0.1683163982
834	0.168264312
835	0.1682193552
836	0.1681503654
837	0.168133849
838	0.1681293811
839	0.1680781974
840	0.1680526385
841	0.1680115106
842	0.1679608603
843	0.1679286516
844	0.167901566
845	0.1678783986
846	0.1678568107
847	0.1678401404
848	0.1678111785
849	0.1677839749
850	0.1677626492
851	0.1677488864
852	0.1677183154
853	0.167669078
854	0.1676462175
855	0.1676287716
856	0.1675980862
857	0.1675293435
858	0.1675058903
859	0.167505613
860	0.1674832002
861	0.1674822621
862	0.1674760339
863	0.1674468072
864	0.1674177268
865	0.1673727502
866	0.1673614359
867	0.1673103085
868	0.1672972354
869	0.1672697574
870	0.1672474427
871	0.1672294035
872	0.1672153755
873	0.1671854135
874	0.1671845194
875	0.1671527296
876	0.1671515365
877	0.1671175033
878	0.1670447503
879	0.1670191269
880	0.1669771987
881	0.1669610875
882	0.1669496406
883	0.1669208912
884	0.1668840984
885	0.1668365742
886	0.1668062722
887	0.1667751813
888	0.1667382
889	0.1666955087
890	0.1666713393
891	0.1666249224
892	0.166606218
893	0.1665502665
894	0.1665108963
895	0.1664953351
896	0.1664944863
897	0.1664474744
898	0.1663987311
899	0.1663361688
900	0.1662823513
901	0.1662709913
902	0.1662616055
903	0.166238519
904	0.1662341635
905	0.1661978014
906	0.1661569478
907	0.166124096
908	0.1660899255
909	0.1660858655
910	0.1660674431
911	0.1660342399
912	0.1659998646
913	0.1659686821
914	0.1659543162
915	0.1658845267
916	0.1658198318
917	0.1657855976
918	0.1657615562
919	0.1657387853
920	0.1657102474
921	0.1656892944
922	0.1656572441
923	0.1656299149
924	0.1656125886
925	0.1656038432
926	0.1655812015
927	0.16553923
928	0.1655068103
929	0.1654536203
930	0.1654472631
931	0.1654115712
932	0.1653674312
933	0.1653298704
934	0.1652884777
935	0.1652850055
936	0.1652339955
937	0.1652262171
938	0.1651781024
939	0.165143271
940	0.1651031321
941	0.1650709856
942	0.1650618373
943	0.1650204039
944	0.164961583
945	0.1649115086
946	0.1648908852
947	0.1648434471
948	0.1648003539
949	0.1647777748
950	0.1647547066
951	0.1647380707
952	0.164698357
953	0.1646340256
954	0.1646126708
955	0.1645912164
956	0.1645750116
957	0.1645697542
958	0.1645337969
959	0.1645051081
960	0.1644745532
961	0.1644514599
962	0.1644220911
963	0.1643575283
964	0.1643281042
965	0.1642879139
966	0.1642695542
967	0.164247261
968	0.1642166125
969	0.1641940482
970	0.1641714903
971	0.1641444041
972	0.1641362814
973	0.1641251938
974	0.1640711444
975	0.1640484142
976	0.1640020634
977	0.1639786467
978	0.1639402262
979	0.1639197392
980	0.1638974693
981	0.1638914375
982	0.1638421481
983	0.1638124511
984	0.1637788619
985	0.1637719202
986	0.1637251191
987	0.1636924087
988	0.1636359043
989	0.1636126691
990	0.1635969509
991	0.1635645991
992	0.1635236603
993	0.1634829434
994	0.1634688546
995	0.1634575572
996	0.1634403219
997	0.1633837666
998	0.1633452247
999	0.1633020455
